true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,correct
3.0,3,-6.2552333,-0.26551718,-3.211951,5.508463,1.9095498,-1.5123122,-0.07870152,3.1835415,1
3.0,3,-6.2402067,-0.26130274,-3.2025719,5.508467,1.8658514,-1.5846173,-0.050165012,3.2093625,1
3.0,3,-6.2637157,-0.16621268,-3.22038,5.49348,1.8183452,-1.6134729,-0.060598515,3.168251,1
3.0,3,-6.1816883,-0.23810473,-3.1664662,5.5525184,1.7725152,-1.8642808,0.0830757,3.2027717,1
3.0,3,-1.2308758,1.2360482,-3.6484728,4.559842,4.226483,1.5289719,-3.4514554,-3.9668827,1
3.0,3,-1.0383818,1.4403304,-3.9934561,4.573192,3.8247914,2.0790737,-3.37808,-4.1633296,1
3.0,3,-1.7389235,1.717535,-3.9022691,4.65947,4.2160554,1.0159895,-2.9696229,-3.8519263,1
3.0,3,-0.9442148,1.4662658,-4.1292877,4.6067114,3.6702032,1.8831385,-2.9219778,-4.405529,1
3.0,3,-1.023208,1.6735406,-4.330025,4.6742797,3.42363,1.7468824,-2.5039504,-4.5360103,1
3.0,3,-0.6917294,1.235846,-4.038827,4.555896,3.6311576,2.183185,-3.10071,-4.4789743,1
3.0,0,5.2257776,-3.809227,-0.6930603,4.797166,-3.3980258,-1.2636073,-3.638761,1.6758167,0
3.0,0,5.2222695,-3.808953,-0.693305,4.800672,-3.400375,-1.2616669,-3.6377451,1.6751609,0
3.0,0,5.168749,-3.8038435,-0.6948422,4.8132877,-3.4360802,-1.2657079,-3.6237874,1.730243,0
3.0,0,5.1838336,-3.8058383,-0.69860345,4.7882576,-3.4285307,-1.2674581,-3.6297696,1.74586,0
3.0,0,5.219841,-3.8086898,-0.69334924,4.797979,-3.4023032,-1.2644393,-3.6369133,1.6829522,0
3.0,0,5.225996,-3.8091524,-0.6929903,4.7963123,-3.3982089,-1.2648656,-3.6382563,1.6770136,0
7.0,7,-2.1185644,-4.383919,-2.7054737,-1.9136527,3.9478273,-1.9422942,3.062856,6.9950037,1
7.0,7,-2.6150622,-4.4664626,-2.4607723,-1.6567926,3.1650612,-1.5476711,2.878224,7.636458,1
7.0,7,-2.2483566,-4.622665,-2.2994301,-1.5988497,2.2531538,-1.4098535,2.9746282,8.019184,1
7.0,7,-2.2762234,-4.904613,-1.9289101,-1.4364222,1.2104692,-0.6719312,2.9202232,8.439957,1
7.0,7,-2.5267231,-4.33143,-2.3712738,-1.6450775,2.788239,-1.7871783,2.8588715,7.8656373,1
7.0,7,-2.2836382,-4.294535,-2.4880939,-1.8214697,3.521149,-2.0851097,2.883531,7.442931,1
7.0,3,-4.383928,1.3401475,-2.1814892,6.5735917,-0.6556221,-1.5544381,2.686076,-2.6723,0
7.0,3,-4.515377,1.5101924,-2.15961,6.500154,-0.8138946,-1.5253545,2.5496364,-2.4435742,0
7.0,3,-4.716573,1.9361683,-1.8962513,6.206697,-0.7973895,-1.8234065,2.3039153,-2.090453,0
7.0,3,-4.624944,1.8815053,-2.27943,6.204775,-0.5419595,-1.646342,2.2928004,-2.194248,0
7.0,3,-4.619787,1.9230701,-2.12876,6.1648064,-0.54083145,-1.7928617,2.3231213,-2.219053,0
7.0,3,-4.4611382,1.657421,-2.016248,6.3783994,-0.56745625,-1.8153448,2.5191758,-2.5416212,0
0.0,0,9.292646,-3.1103415,-3.305238,-1.4745406,-0.56426203,0.520402,-1.7423002,1.2264231,1
0.0,0,8.779689,-3.2260113,-3.472968,-1.6503937,-0.6255243,0.5233147,-1.9597925,2.3831687,1
0.0,0,8.596799,-3.4122229,-3.365572,-1.4851058,-1.143807,0.4076518,-1.5983292,2.7730477,1
0.0,0,8.617797,-3.4888499,-2.7858217,-1.2178434,-1.7650378,0.023586266,-1.3742787,2.8098137,1
0.0,0,8.59075,-3.3664176,-3.5945287,-1.5828984,-0.8489733,0.5914212,-1.692172,2.6678019,1
0.0,0,9.234968,-3.1443908,-3.3385248,-1.477639,-0.59397507,0.5164603,-1.736153,1.3715128,1
5.0,7,2.0669324,-1.4862611,-0.26454076,-4.008312,1.3142596,-2.5717177,-2.6940725,7.888367,0
5.0,7,2.1365147,-1.4854413,-0.28239533,-3.9985976,1.2958558,-2.587024,-2.6897435,7.8564057,0
5.0,7,2.3387127,-1.4794397,-0.2574434,-4.020703,1.2858266,-2.6082904,-2.7005208,7.7085314,0
5.0,7,2.3680017,-1.4685708,-0.28123403,-4.0148573,1.2900506,-2.612714,-2.7064686,7.6848464,0
5.0,7,2.3175032,-1.4561392,-0.3151285,-4.0076413,1.3056535,-2.6050777,-2.710605,7.714961,0
5.0,7,2.0626743,-1.4785998,-0.28647128,-4.0020156,1.3170145,-2.571188,-2.6954796,7.891263,0
4.0,4,-0.4457209,2.3728375,-4.224817,-3.6326714,6.695352,1.6585855,2.2097762,-3.0680876,1
4.0,4,-0.43662947,2.3288646,-4.2758956,-3.533276,6.856858,1.678204,1.9785532,-3.026613,1
4.0,4,-0.5894358,2.2642772,-4.256076,-3.5162075,6.943274,1.673965,2.0138,-2.929983,1
4.0,4,-0.7685685,2.264667,-4.24658,-3.541672,6.943408,1.6607932,2.1442041,-2.8174376,1
4.0,4,-0.5145863,2.3380797,-4.259847,-3.5712702,6.818127,1.6755954,2.0875695,-2.984095,1
4.0,4,-0.5142478,2.3366973,-4.2111206,-3.6003234,6.7745056,1.6465464,2.180246,-3.041051,1
6.0,7,-2.1550708,-3.1599925,3.919186,-3.8347368,-1.2584717,-0.89942914,1.5469586,7.224898,0
6.0,7,-1.7873431,-3.1571043,3.7795115,-3.795987,-1.1927419,-1.2667903,1.3996665,7.3112936,0
6.0,7,-1.5645589,-3.1567445,3.7968223,-3.9535599,-0.95974076,-1.2740207,1.0090132,7.3842826,0
6.0,7,-1.5931901,-3.1659074,3.8014684,-3.8884342,-1.0489519,-1.3110367,1.1533253,7.342368,0
6.0,7,-1.7991446,-3.1344779,3.7466297,-3.9024467,-1.036273,-1.1690159,1.1346141,7.423978,0
6.0,7,-2.050015,-3.1725435,3.9664307,-3.8469603,-1.2389202,-0.96646774,1.4977404,7.201354,0
